flight_id,flight_no,delay_cause,delay_classification,on_time
27536,PG0389,No delays,On-time,True
27537,PG0389,No delays,On-time,True
27538,PG0389,late_aircraft_ct,Short delay,False
27539,PG0389,No delays,On-time,True
27540,PG0389,No delays,On-time,True
27541,PG0389,weather_ct,Short delay,False
27542,PG0389,No delays,On-time,True
27543,PG0389,No delays,On-time,True
27544,PG0389,No delays,On-time,True
27545,PG0389,nas_ct,Short delay,False
27546,PG0389,weather_ct,Short delay,False
27547,PG0389,No delays,On-time,True
27548,PG0389,security_ct,Short delay,False
27549,PG0389,No delays,On-time,True
27550,PG0389,No delays,On-time,True
27551,PG0389,carrier_ct,Moderate delay,False
27552,PG0389,security_ct,Moderate delay,False
27553,PG0389,No delays,On-time,True
27554,PG0389,No delays,On-time,True
27555,PG0389,No delays,On-time,True
27556,PG0389,late_aircraft_ct,Short delay,False
27557,PG0389,nas_ct,Short delay,False
27558,PG0389,No delays,On-time,True
27559,PG0389,No delays,On-time,True
27560,PG0389,security_ct,Moderate delay,False
27561,PG0389,No delays,On-time,True
27562,PG0389,No delays,On-time,True
27563,PG0389,No delays,On-time,True
27564,PG0389,nas_ct,Short delay,False
27565,PG0389,No delays,On-time,True
27566,PG0389,weather_ct,Short delay,False
27567,PG0389,No delays,On-time,True
27568,PG0389,security_ct,Moderate delay,False
27569,PG0389,late_aircraft_ct,Short delay,False
27570,PG0389,No delays,On-time,True
27571,PG0389,No delays,On-time,True
27572,PG0389,carrier_ct,Short delay,False
27573,PG0389,No delays,On-time,True
27574,PG0389,No delays,On-time,True
27575,PG0389,No delays,On-time,True
27576,PG0389,late_aircraft_ct,Short delay,False
27577,PG0389,late_aircraft_ct,Moderate delay,False
27578,PG0483,nas_ct,Short delay,False
27579,PG0483,late_aircraft_ct,Short delay,False
27581,PG0483,nas_ct,Short delay,False
27582,PG0483,No delays,On-time,True
27583,PG0483,No delays,On-time,True
27584,PG0483,No delays,On-time,True
27585,PG0483,late_aircraft_ct,Short delay,False
27586,PG0483,No delays,On-time,True
27587,PG0483,No delays,On-time,True
27588,PG0483,No delays,On-time,True
27589,PG0483,No delays,On-time,True
27590,PG0483,No delays,On-time,True
27591,PG0483,No delays,On-time,True
27592,PG0483,late_aircraft_ct,Moderate delay,False
27593,PG0483,security_ct,Short delay,False
27594,PG0483,nas_ct,Short delay,False
27595,PG0483,No delays,On-time,True
27596,PG0483,No delays,On-time,True
27597,PG0483,No delays,On-time,True
27598,PG0483,late_aircraft_ct,Short delay,False
27599,PG0483,late_aircraft_ct,Short delay,False
27600,PG0483,carrier_ct,Short delay,False
27601,PG0483,nas_ct,Short delay,False
27602,PG0483,carrier_ct,Short delay,False
27603,PG0483,No delays,On-time,True
27604,PG0348,No delays,On-time,True
27605,PG0348,weather_ct,Short delay,False
27606,PG0348,nas_ct,Short delay,False
27607,PG0348,nas_ct,Short delay,False
27608,PG0348,No delays,On-time,True
27609,PG0348,nas_ct,Moderate delay,False
27610,PG0348,carrier_ct,Short delay,False
27611,PG0348,No delays,On-time,True
27612,PG0348,carrier_ct,Long delay,False
27613,PG0348,carrier_ct,Short delay,False
27614,PG0348,late_aircraft_ct,Short delay,False
27615,PG0348,carrier_ct,Short delay,False
27616,PG0348,security_ct,Moderate delay,False
27617,PG0348,late_aircraft_ct,Moderate delay,False
27618,PG0348,No delays,On-time,True
27619,PG0348,No delays,On-time,True
27620,PG0348,No delays,On-time,True
27621,PG0664,carrier_ct,Short delay,False
27622,PG0664,No delays,On-time,True
27623,PG0664,No delays,On-time,True
27624,PG0664,No delays,On-time,True
27625,PG0664,No delays,On-time,True
27626,PG0664,weather_ct,Short delay,False
27627,PG0664,weather_ct,Short delay,False
27628,PG0664,nas_ct,Moderate delay,False
27629,PG0664,No delays,On-time,True
27630,PG0664,No delays,On-time,True
27631,PG0664,carrier_ct,Short delay,False
27632,PG0664,carrier_ct,Short delay,False
27633,PG0664,No delays,On-time,True
27634,PG0664,nas_ct,Short delay,False
27635,PG0664,No delays,On-time,True
27636,PG0664,No delays,On-time,True
27637,PG0664,nas_ct,Short delay,False
27638,PG0082,No delays,On-time,True
27639,PG0082,No delays,On-time,True
27640,PG0082,No delays,On-time,True
27641,PG0082,security_ct,Short delay,False
27642,PG0082,No delays,On-time,True
27643,PG0082,carrier_ct,Short delay,False
27644,PG0082,No delays,On-time,True
27645,PG0082,carrier_ct,Short delay,False
27646,PG0082,late_aircraft_ct,Short delay,False
27647,PG0082,security_ct,Short delay,False
27648,PG0082,security_ct,Short delay,False
27649,PG0082,carrier_ct,Short delay,False
27650,PG0082,nas_ct,Short delay,False
27651,PG0082,carrier_ct,Short delay,False
27652,PG0082,late_aircraft_ct,Moderate delay,False
27653,PG0082,carrier_ct,Short delay,False
27654,PG0082,No delays,On-time,True
27655,PG0082,No delays,On-time,True
27656,PG0552,No delays,On-time,True
27657,PG0552,security_ct,Short delay,False
27658,PG0552,No delays,On-time,True
27659,PG0552,No delays,On-time,True
27660,PG0552,No delays,On-time,True
27661,PG0552,weather_ct,Short delay,False
27662,PG0552,No delays,On-time,True
27663,PG0552,carrier_ct,Moderate delay,False
27664,PG0552,No delays,On-time,True
27665,PG0298,nas_ct,Short delay,False
27666,PG0298,nas_ct,Short delay,False
27667,PG0297,late_aircraft_ct,Short delay,False
27668,PG0298,security_ct,Short delay,False
27669,PG0298,security_ct,Short delay,False
27670,PG0297,No delays,On-time,True
27671,PG0298,No delays,On-time,True
27672,PG0298,No delays,On-time,True
27673,PG0297,nas_ct,Moderate delay,False
27674,PG0297,carrier_ct,Moderate delay,False
27675,PG0298,carrier_ct,Short delay,False
27676,PG0298,No delays,On-time,True
27677,PG0297,No delays,On-time,True
27678,PG0297,weather_ct,Short delay,False
27679,PG0298,carrier_ct,Short delay,False
27680,PG0297,carrier_ct,Short delay,False
27681,PG0298,nas_ct,Short delay,False
27682,PG0297,nas_ct,Moderate delay,False
27683,PG0298,late_aircraft_ct,Short delay,False
27684,PG0297,nas_ct,Short delay,False
27685,PG0298,No delays,On-time,True
27686,PG0297,No delays,On-time,True
27687,PG0297,nas_ct,Short delay,False
27688,PG0298,No delays,On-time,True
27689,PG0297,No delays,On-time,True
27690,PG0297,No delays,On-time,True
27691,PG0298,No delays,On-time,True
27692,PG0297,No delays,On-time,True
27693,PG0298,No delays,On-time,True
27694,PG0298,security_ct,Short delay,False
27695,PG0297,nas_ct,Short delay,False
27696,PG0298,late_aircraft_ct,Moderate delay,False
27697,PG0298,No delays,On-time,True
27698,PG0297,No delays,On-time,True
27699,PG0298,late_aircraft_ct,Short delay,False
27700,PG0297,late_aircraft_ct,Short delay,False
27701,PG0297,nas_ct,Short delay,False
27702,PG0298,weather_ct,Short delay,False
27703,PG0298,late_aircraft_ct,Short delay,False
27704,PG0297,carrier_ct,Moderate delay,False
27705,PG0297,security_ct,Short delay,False
27706,PG0298,carrier_ct,Short delay,False
27707,PG0298,No delays,On-time,True
27708,PG0297,No delays,On-time,True
27709,PG0297,weather_ct,Short delay,False
27710,PG0298,No delays,On-time,True
27711,PG0298,No delays,On-time,True
27712,PG0297,No delays,On-time,True
27713,PG0298,No delays,On-time,True
27714,PG0298,carrier_ct,Short delay,False
27715,PG0297,security_ct,Short delay,False
27716,PG0297,No delays,On-time,True
27717,PG0298,nas_ct,Short delay,False
27718,PG0297,No delays,On-time,True
27719,PG0298,carrier_ct,Short delay,False
27720,PG0297,No delays,On-time,True
27721,PG0298,No delays,On-time,True
27722,PG0298,No delays,On-time,True
27723,PG0297,No delays,On-time,True
27724,PG0297,No delays,On-time,True
27725,PG0298,No delays,On-time,True
27726,PG0298,No delays,On-time,True
27727,PG0297,No delays,On-time,True
27728,PG0297,No delays,On-time,True
27729,PG0298,No delays,On-time,True
27730,PG0298,weather_ct,Short delay,False
27731,PG0297,carrier_ct,Moderate delay,False
27732,PG0297,No delays,On-time,True
27733,PG0298,No delays,On-time,True
27734,PG0297,nas_ct,Short delay,False
27735,PG0297,No delays,On-time,True
27736,PG0298,No delays,On-time,True
27737,PG0298,nas_ct,Short delay,False
27738,PG0297,No delays,On-time,True
27739,PG0297,weather_ct,Moderate delay,False
27740,PG0297,nas_ct,Moderate delay,False
27741,PG0297,No delays,On-time,True
27742,PG0298,security_ct,Short delay,False
27743,PG0297,No delays,On-time,True
27744,PG0297,nas_ct,Short delay,False
27745,PG0298,security_ct,Short delay,False
27746,PG0298,No delays,On-time,True
27747,PG0297,carrier_ct,Short delay,False
27748,PG0298,carrier_ct,Short delay,False
27749,PG0298,security_ct,Moderate delay,False
27750,PG0297,late_aircraft_ct,Short delay,False
27751,PG0298,No delays,On-time,True
27752,PG0297,No delays,On-time,True
27753,PG0298,No delays,On-time,True
27754,PG0297,No delays,On-time,True
27755,PG0297,No delays,On-time,True
27756,PG0298,security_ct,Moderate delay,False
27757,PG0297,late_aircraft_ct,Moderate delay,False
27758,PG0298,No delays,On-time,True
27759,PG0297,No delays,On-time,True
27760,PG0297,No delays,On-time,True
27761,PG0298,No delays,On-time,True
27762,PG0298,No delays,On-time,True
27763,PG0298,No delays,On-time,True
27764,PG0297,No delays,On-time,True
27765,PG0298,No delays,On-time,True
27766,PG0297,No delays,On-time,True
27767,PG0297,No delays,On-time,True
27768,PG0298,No delays,On-time,True
27769,PG0298,No delays,On-time,True
27770,PG0297,No delays,On-time,True
27771,PG0298,No delays,On-time,True
27772,PG0297,nas_ct,Short delay,False
27773,PG0298,No delays,On-time,True
27774,PG0298,No delays,On-time,True
27775,PG0297,No delays,On-time,True
27776,PG0298,security_ct,Short delay,False
27777,PG0298,No delays,On-time,True
27778,PG0297,No delays,On-time,True
27779,PG0298,No delays,On-time,True
27780,PG0297,nas_ct,Short delay,False
27781,PG0298,security_ct,Moderate delay,False
27782,PG0297,No delays,On-time,True
27783,PG0298,No delays,On-time,True
27784,PG0297,late_aircraft_ct,Moderate delay,False
27785,PG0297,No delays,On-time,True
27786,PG0297,security_ct,Short delay,False
27787,PG0354,No delays,On-time,True
27788,PG0353,carrier_ct,Moderate delay,False
27789,PG0354,carrier_ct,Short delay,False
27790,PG0353,No delays,On-time,True
27791,PG0353,nas_ct,Short delay,False
27792,PG0354,carrier_ct,Moderate delay,False
27793,PG0354,No delays,On-time,True
27794,PG0354,carrier_ct,Moderate delay,False
27795,PG0353,late_aircraft_ct,Short delay,False
27796,PG0353,security_ct,Short delay,False
27797,PG0354,No delays,On-time,True
27798,PG0354,No delays,On-time,True
27799,PG0354,No delays,On-time,True
27800,PG0353,carrier_ct,Short delay,False
27801,PG0353,late_aircraft_ct,Short delay,False
27802,PG0354,security_ct,Short delay,False
27803,PG0354,No delays,On-time,True
27804,PG0353,No delays,On-time,True
27805,PG0353,late_aircraft_ct,Short delay,False
27806,PG0354,No delays,On-time,True
27807,PG0353,security_ct,Short delay,False
27808,PG0354,nas_ct,Short delay,False
27809,PG0353,nas_ct,Short delay,False
27810,PG0354,weather_ct,Moderate delay,False
27811,PG0354,No delays,On-time,True
27812,PG0353,No delays,On-time,True
27813,PG0354,security_ct,Short delay,False
27814,PG0353,nas_ct,Short delay,False
27815,PG0354,No delays,On-time,True
27816,PG0353,No delays,On-time,True
27817,PG0354,No delays,On-time,True
27818,PG0353,security_ct,Short delay,False
27819,PG0354,weather_ct,Short delay,False
27820,PG0354,No delays,On-time,True
27821,PG0353,No delays,On-time,True
27822,PG0353,No delays,On-time,True
27823,PG0353,security_ct,Short delay,False
27824,PG0353,carrier_ct,Short delay,False
27825,PG0354,No delays,On-time,True
27826,PG0354,carrier_ct,Moderate delay,False
27827,PG0354,security_ct,Short delay,False
27828,PG0353,No delays,On-time,True
27829,PG0353,No delays,On-time,True
27830,PG0354,No delays,On-time,True
27831,PG0353,No delays,On-time,True
27832,PG0354,No delays,On-time,True
27833,PG0354,No delays,On-time,True
27834,PG0353,No delays,On-time,True
27835,PG0353,security_ct,Short delay,False
27836,PG0354,No delays,On-time,True
27837,PG0353,security_ct,Short delay,False
27838,PG0354,carrier_ct,Short delay,False
27839,PG0353,No delays,On-time,True
27840,PG0353,No delays,On-time,True
27841,PG0354,No delays,On-time,True
27842,PG0354,security_ct,Short delay,False
27843,PG0353,nas_ct,Short delay,False
27844,PG0353,nas_ct,Short delay,False
27845,PG0353,security_ct,Short delay,False
27846,PG0354,weather_ct,Moderate delay,False
27847,PG0353,No delays,On-time,True
27848,PG0354,carrier_ct,Short delay,False
27849,PG0353,late_aircraft_ct,Short delay,False
27850,PG0353,No delays,On-time,True
27851,PG0354,No delays,On-time,True
27852,PG0354,No delays,On-time,True
27853,PG0353,carrier_ct,Short delay,False
27854,PG0353,late_aircraft_ct,Short delay,False
27855,PG0354,late_aircraft_ct,Moderate delay,False
27856,PG0353,late_aircraft_ct,Short delay,False
27857,PG0354,nas_ct,Moderate delay,False
27858,PG0353,security_ct,Short delay,False
27859,PG0354,nas_ct,Short delay,False
27860,PG0354,No delays,On-time,True
27861,PG0353,No delays,On-time,True
27862,PG0353,carrier_ct,Short delay,False
27863,PG0354,No delays,On-time,True
27864,PG0354,No delays,On-time,True
27865,PG0353,No delays,On-time,True
27866,PG0354,No delays,On-time,True
27867,PG0353,carrier_ct,Short delay,False
27868,PG0353,No delays,On-time,True
27869,PG0354,No delays,On-time,True
27870,PG0353,No delays,On-time,True
27871,PG0354,No delays,On-time,True
27872,PG0354,security_ct,Short delay,False
27873,PG0353,late_aircraft_ct,Short delay,False
27874,PG0354,nas_ct,Short delay,False
27875,PG0354,No delays,On-time,True
27876,PG0353,No delays,On-time,True
27877,PG0353,nas_ct,Short delay,False
27878,PG0354,carrier_ct,Short delay,False
27879,PG0353,nas_ct,Short delay,False
27880,PG0354,No delays,On-time,True
27881,PG0353,No delays,On-time,True
27882,PG0353,late_aircraft_ct,Short delay,False
27883,PG0354,late_aircraft_ct,Short delay,False
27884,PG0354,nas_ct,Short delay,False
27885,PG0353,No delays,On-time,True
27886,PG0354,No delays,On-time,True
27887,PG0353,No delays,On-time,True
27888,PG0353,No delays,On-time,True
27889,PG0353,security_ct,Short delay,False
27890,PG0354,No delays,On-time,True
27891,PG0353,late_aircraft_ct,Short delay,False
27892,PG0354,late_aircraft_ct,Short delay,False
27893,PG0354,No delays,On-time,True
27894,PG0353,No delays,On-time,True
27895,PG0354,No delays,On-time,True
27896,PG0354,No delays,On-time,True
27897,PG0353,carrier_ct,Short delay,False
27898,PG0353,No delays,On-time,True
27899,PG0354,late_aircraft_ct,Short delay,False
27900,PG0353,No delays,On-time,True
27901,PG0354,nas_ct,Short delay,False
27902,PG0353,carrier_ct,Short delay,False
27903,PG0354,No delays,On-time,True
27904,PG0353,No delays,On-time,True
27905,PG0354,carrier_ct,Moderate delay,False
27906,PG0354,No delays,On-time,True
27907,PG0353,nas_ct,Short delay,False
27908,PG0354,No delays,On-time,True
27909,PG0195,No delays,On-time,True
27910,PG0195,No delays,On-time,True
27911,PG0195,nas_ct,Short delay,False
27912,PG0195,nas_ct,Short delay,False
27913,PG0195,carrier_ct,Long delay,False
27914,PG0195,late_aircraft_ct,Short delay,False
27915,PG0195,late_aircraft_ct,Short delay,False
27916,PG0195,No delays,On-time,True
27917,PG0195,security_ct,Short delay,False
27918,PG0682,late_aircraft_ct,Short delay,False
27919,PG0682,late_aircraft_ct,Moderate delay,False
27920,PG0682,No delays,On-time,True
27921,PG0682,late_aircraft_ct,Short delay,False
27922,PG0682,No delays,On-time,True
27923,PG0682,No delays,On-time,True
27924,PG0682,nas_ct,Short delay,False
27925,PG0682,security_ct,Short delay,False
27926,PG0682,late_aircraft_ct,Short delay,False
27927,PG0682,No delays,On-time,True
27928,PG0682,No delays,On-time,True
27929,PG0682,No delays,On-time,True
27930,PG0682,No delays,On-time,True
27931,PG0682,late_aircraft_ct,Short delay,False
27932,PG0682,No delays,On-time,True
27933,PG0682,No delays,On-time,True
27934,PG0682,nas_ct,Short delay,False
27935,PG0500,late_aircraft_ct,Short delay,False
27936,PG0500,No delays,On-time,True
27937,PG0500,nas_ct,Moderate delay,False
27938,PG0500,No delays,On-time,True
27939,PG0500,late_aircraft_ct,Short delay,False
27940,PG0500,late_aircraft_ct,Short delay,False
27941,PG0500,late_aircraft_ct,Moderate delay,False
27942,PG0500,No delays,On-time,True
27943,PG0500,weather_ct,Short delay,False
27944,PG0183,carrier_ct,Long delay,False
27945,PG0183,weather_ct,Short delay,False
27946,PG0183,nas_ct,Short delay,False
27947,PG0183,carrier_ct,Short delay,False
27948,PG0183,carrier_ct,Long delay,False
27949,PG0183,carrier_ct,Long delay,False
27950,PG0183,No delays,On-time,True
27951,PG0183,carrier_ct,Long delay,False
27952,PG0183,No delays,On-time,True
27953,PG0183,nas_ct,Short delay,False
27954,PG0183,No delays,On-time,True
27955,PG0183,late_aircraft_ct,Short delay,False
27956,PG0183,nas_ct,Moderate delay,False
27957,PG0183,carrier_ct,Short delay,False
27958,PG0183,No delays,On-time,True
27959,PG0183,late_aircraft_ct,Short delay,False
27960,PG0183,No delays,On-time,True
27961,PG0183,No delays,On-time,True
27962,PG0183,No delays,On-time,True
27963,PG0183,carrier_ct,Short delay,False
27964,PG0183,No delays,On-time,True
27965,PG0183,weather_ct,Short delay,False
27966,PG0183,No delays,On-time,True
27967,PG0183,carrier_ct,Short delay,False
27968,PG0183,No delays,On-time,True
27969,PG0183,No delays,On-time,True
27970,PG0183,carrier_ct,Short delay,False
27971,PG0183,nas_ct,Short delay,False
27972,PG0183,No delays,On-time,True
27973,PG0183,No delays,On-time,True
27974,PG0183,late_aircraft_ct,Moderate delay,False
27975,PG0183,No delays,On-time,True
27976,PG0183,No delays,On-time,True
27977,PG0183,late_aircraft_ct,Short delay,False
27978,PG0183,No delays,On-time,True
27979,PG0183,carrier_ct,Long delay,False
27980,PG0183,No delays,On-time,True
27981,PG0183,nas_ct,Short delay,False
27982,PG0183,No delays,On-time,True
27983,PG0183,No delays,On-time,True
27984,PG0183,security_ct,Short delay,False
27985,PG0183,security_ct,Moderate delay,False
27986,PG0183,security_ct,Short delay,False
27987,PG0183,No delays,On-time,True
27988,PG0183,No delays,On-time,True
27989,PG0183,nas_ct,Short delay,False
27990,PG0183,carrier_ct,Short delay,False
27991,PG0183,No delays,On-time,True
27992,PG0183,carrier_ct,Short delay,False
27993,PG0183,weather_ct,Moderate delay,False
27994,PG0183,No delays,On-time,True
27995,PG0183,No delays,On-time,True
27996,PG0183,nas_ct,Short delay,False
27997,PG0183,security_ct,Short delay,False
27998,PG0183,weather_ct,Short delay,False
27999,PG0183,security_ct,Short delay,False
28000,PG0183,nas_ct,Short delay,False
28001,PG0183,nas_ct,Short delay,False
28002,PG0183,security_ct,Short delay,False
28003,PG0183,No delays,On-time,True
28004,PG0183,No delays,On-time,True
28005,PG0321,weather_ct,Moderate delay,False
28006,PG0321,No delays,On-time,True
28007,PG0321,carrier_ct,Short delay,False
28008,PG0321,nas_ct,Short delay,False
28009,PG0321,No delays,On-time,True
28010,PG0321,security_ct,Short delay,False
28011,PG0321,No delays,On-time,True
28012,PG0321,nas_ct,Short delay,False
28013,PG0321,No delays,On-time,True
28014,PG0321,late_aircraft_ct,Short delay,False
28015,PG0321,No delays,On-time,True
28016,PG0321,No delays,On-time,True
28017,PG0321,nas_ct,Short delay,False
28018,PG0321,No delays,On-time,True
28019,PG0321,No delays,On-time,True
28020,PG0321,No delays,On-time,True
28021,PG0321,No delays,On-time,True
28022,PG0615,No delays,On-time,True
28023,PG0615,nas_ct,Short delay,False
28024,PG0615,nas_ct,Short delay,False
28025,PG0615,nas_ct,Short delay,False
28026,PG0615,No delays,On-time,True
28027,PG0615,No delays,On-time,True
28028,PG0615,No delays,On-time,True
28029,PG0615,late_aircraft_ct,Short delay,False
28030,PG0608,No delays,On-time,True
28031,PG0608,No delays,On-time,True
28032,PG0608,carrier_ct,Short delay,False
28033,PG0608,security_ct,Short delay,False
28034,PG0608,No delays,On-time,True
28035,PG0608,nas_ct,Short delay,False
28036,PG0608,No delays,On-time,True
28037,PG0608,security_ct,Short delay,False
28038,PG0608,nas_ct,Short delay,False
28039,PG0608,No delays,On-time,True
28040,PG0608,late_aircraft_ct,Short delay,False
28041,PG0608,weather_ct,Short delay,False
28042,PG0608,No delays,On-time,True
28043,PG0608,No delays,On-time,True
28044,PG0608,No delays,On-time,True
28045,PG0608,security_ct,Moderate delay,False
28046,PG0608,No delays,On-time,True
28047,PG0608,nas_ct,Short delay,False
28048,PG0608,No delays,On-time,True
28049,PG0608,security_ct,Short delay,False
28050,PG0608,weather_ct,Short delay,False
28051,PG0608,No delays,On-time,True
28052,PG0608,No delays,On-time,True
28053,PG0608,No delays,On-time,True
28054,PG0608,carrier_ct,Long delay,False
28055,PG0608,No delays,On-time,True
28056,PG0608,No delays,On-time,True
28057,PG0608,nas_ct,Short delay,False
28058,PG0608,No delays,On-time,True
28059,PG0608,carrier_ct,Short delay,False
28060,PG0608,nas_ct,Short delay,False
28061,PG0608,No delays,On-time,True
28062,PG0608,nas_ct,Short delay,False
28063,PG0608,No delays,On-time,True
28064,PG0608,nas_ct,Short delay,False
28065,PG0608,weather_ct,Short delay,False
28066,PG0608,No delays,On-time,True
28067,PG0608,weather_ct,Short delay,False
28068,PG0608,security_ct,Short delay,False
28069,PG0608,No delays,On-time,True
28070,PG0608,No delays,On-time,True
28071,PG0608,security_ct,Short delay,False
28072,PG0608,No delays,On-time,True
28073,PG0608,carrier_ct,Short delay,False
28074,PG0608,weather_ct,Short delay,False
28075,PG0608,No delays,On-time,True
28076,PG0608,No delays,On-time,True
28077,PG0608,late_aircraft_ct,Moderate delay,False
28078,PG0608,security_ct,Short delay,False
28079,PG0608,No delays,On-time,True
28080,PG0608,No delays,On-time,True
28081,PG0608,No delays,On-time,True
28082,PG0608,No delays,On-time,True
28083,PG0608,No delays,On-time,True
28084,PG0608,carrier_ct,Short delay,False
28085,PG0608,carrier_ct,Moderate delay,False
28086,PG0608,weather_ct,Short delay,False
28087,PG0608,No delays,On-time,True
28088,PG0608,No delays,On-time,True
28089,PG0608,security_ct,Short delay,False
28090,PG0608,No delays,On-time,True
28091,PG0129,carrier_ct,Short delay,False
28092,PG0129,carrier_ct,Short delay,False
28093,PG0129,late_aircraft_ct,Short delay,False
28094,PG0129,No delays,On-time,True
28095,PG0129,carrier_ct,Short delay,False
28096,PG0129,No delays,On-time,True
28097,PG0129,carrier_ct,Short delay,False
28098,PG0129,security_ct,Short delay,False
28099,PG0129,No delays,On-time,True
28100,PG0129,No delays,On-time,True
28101,PG0129,No delays,On-time,True
28102,PG0129,No delays,On-time,True
28103,PG0129,security_ct,Short delay,False
28104,PG0129,late_aircraft_ct,Short delay,False
28105,PG0129,carrier_ct,Moderate delay,False
28106,PG0129,No delays,On-time,True
28107,PG0129,carrier_ct,Short delay,False
28108,PG0129,No delays,On-time,True
28109,PG0129,carrier_ct,Short delay,False
28110,PG0129,No delays,On-time,True
28111,PG0129,No delays,On-time,True
28112,PG0129,security_ct,Moderate delay,False
28113,PG0129,late_aircraft_ct,Short delay,False
28114,PG0129,carrier_ct,Long delay,False
28115,PG0129,No delays,On-time,True
28116,PG0129,late_aircraft_ct,Short delay,False
28117,PG0129,No delays,On-time,True
28118,PG0129,late_aircraft_ct,Short delay,False
28119,PG0129,No delays,On-time,True
28120,PG0129,No delays,On-time,True
28121,PG0129,No delays,On-time,True
28122,PG0129,late_aircraft_ct,Short delay,False
28123,PG0129,No delays,On-time,True
28124,PG0129,nas_ct,Short delay,False
28125,PG0129,carrier_ct,Short delay,False
28126,PG0129,weather_ct,Short delay,False
28127,PG0129,No delays,On-time,True
28128,PG0129,nas_ct,Short delay,False
28129,PG0129,carrier_ct,Short delay,False
28130,PG0129,weather_ct,Short delay,False
28131,PG0129,No delays,On-time,True
28132,PG0129,carrier_ct,Short delay,False
28133,PG0129,No delays,On-time,True
28134,PG0129,No delays,On-time,True
28135,PG0129,security_ct,Short delay,False
28136,PG0129,No delays,On-time,True
28137,PG0129,nas_ct,Short delay,False
28138,PG0129,No delays,On-time,True
28139,PG0129,weather_ct,Short delay,False
28140,PG0129,No delays,On-time,True
28141,PG0129,security_ct,Moderate delay,False
28142,PG0129,security_ct,Short delay,False
28143,PG0129,weather_ct,Short delay,False
28144,PG0129,No delays,On-time,True
28145,PG0129,security_ct,Moderate delay,False
28146,PG0129,No delays,On-time,True
28147,PG0129,security_ct,Moderate delay,False
28148,PG0129,No delays,On-time,True
28149,PG0129,No delays,On-time,True
28150,PG0129,carrier_ct,Long delay,False
28151,PG0129,security_ct,Short delay,False
28152,PG0427,No delays,On-time,True
28153,PG0427,No delays,On-time,True
28154,PG0427,carrier_ct,Moderate delay,False
28155,PG0427,late_aircraft_ct,Short delay,False
28156,PG0427,No delays,On-time,True
28157,PG0427,late_aircraft_ct,Short delay,False
28158,PG0427,No delays,On-time,True
28159,PG0427,No delays,On-time,True
28160,PG0427,nas_ct,Short delay,False
28161,PG0596,carrier_ct,Short delay,False
28162,PG0596,nas_ct,Short delay,False
28163,PG0596,No delays,On-time,True
28164,PG0596,weather_ct,Short delay,False
28165,PG0596,late_aircraft_ct,Short delay,False
28166,PG0596,No delays,On-time,True
28167,PG0596,carrier_ct,Short delay,False
28168,PG0596,late_aircraft_ct,Short delay,False
28169,PG0596,weather_ct,Moderate delay,False
28170,PG0596,No delays,On-time,True
28171,PG0596,nas_ct,Short delay,False
28172,PG0596,nas_ct,Short delay,False
28173,PG0596,carrier_ct,Long delay,False
28174,PG0596,No delays,On-time,True
28175,PG0596,late_aircraft_ct,Short delay,False
28176,PG0596,No delays,On-time,True
28177,PG0596,No delays,On-time,True
28178,PG0031,security_ct,Short delay,False
28179,PG0032,security_ct,Short delay,False
28180,PG0031,carrier_ct,Short delay,False
28181,PG0031,late_aircraft_ct,Moderate delay,False
28182,PG0031,No delays,On-time,True
28183,PG0032,nas_ct,Moderate delay,False
28184,PG0031,No delays,On-time,True
28185,PG0031,late_aircraft_ct,Short delay,False
28186,PG0032,No delays,On-time,True
28187,PG0032,security_ct,Short delay,False
28188,PG0032,No delays,On-time,True
28189,PG0031,nas_ct,Short delay,False
28190,PG0031,No delays,On-time,True
28191,PG0031,No delays,On-time,True
28192,PG0032,No delays,On-time,True
28193,PG0031,No delays,On-time,True
28194,PG0031,No delays,On-time,True
28195,PG0032,late_aircraft_ct,Moderate delay,False
28196,PG0032,security_ct,Short delay,False
28197,PG0032,No delays,On-time,True
28198,PG0031,No delays,On-time,True
28199,PG0032,security_ct,Short delay,False
28200,PG0032,carrier_ct,Short delay,False
28201,PG0032,No delays,On-time,True
28202,PG0031,No delays,On-time,True
28203,PG0031,nas_ct,Short delay,False
28204,PG0031,nas_ct,Short delay,False
28205,PG0032,No delays,On-time,True
28206,PG0032,late_aircraft_ct,Short delay,False
28207,PG0032,No delays,On-time,True
28208,PG0032,security_ct,Short delay,False
28209,PG0031,No delays,On-time,True
28210,PG0032,No delays,On-time,True
28211,PG0031,No delays,On-time,True
28212,PG0031,security_ct,Short delay,False
28213,PG0032,No delays,On-time,True
28214,PG0031,No delays,On-time,True
28215,PG0031,No delays,On-time,True
28216,PG0032,No delays,On-time,True
28217,PG0031,No delays,On-time,True
28218,PG0032,No delays,On-time,True
28219,PG0032,No delays,On-time,True
28220,PG0031,No delays,On-time,True
28221,PG0032,No delays,On-time,True
28222,PG0031,security_ct,Short delay,False
28223,PG0032,No delays,On-time,True
28224,PG0031,No delays,On-time,True
28225,PG0032,No delays,On-time,True
28226,PG0031,No delays,On-time,True
28227,PG0032,No delays,On-time,True
28228,PG0032,No delays,On-time,True
28229,PG0032,late_aircraft_ct,Short delay,False
28230,PG0031,nas_ct,Short delay,False
28231,PG0032,No delays,On-time,True
28232,PG0031,weather_ct,Moderate delay,False
